-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0
-500.0,253.69892297673772,333.4622455176268,345.29850745759234,364.49309746492946,400.0574079385961,432.3204167171846,443.1255989355699,488.3665646904451,507.82436631104645,541.8629157522577,585.1992604245592,611.205734199902,651.6132569795221,698.9278573866776,658.1817896328989,631.8224759923694,587.9206668834738,556.7542875105117,517.9554130176847,482.16772419696485,460.8034126295111,425.2393627581684,408.2274123388095,375.8124046796236,356.66129082285136,330.24489345686766,312.4618254052338,289.84047376449183,268.7473391363636,254.80570164038735,235.66116718605608,214.8046317536015,194.49789536636752,184.4991603635335,169.80912118037998,157.68586914996968,144.39722899944917,121.86834690312187,107.84613904106749
-500.0,331.1048898214579,359.4411460371353,382.3430733466876,406.7213382698198,436.09784691340485,464.18719326648784,492.4649922636079,525.459431117805,557.0763857898702,596.2244173560606,630.8598125826923,671.4430707194067,707.6931899981952,752.6540772223702,712.1430655954655,673.6440841241393,634.7164379406547,598.2676820772616,562.958771195388,528.5917943018181,497.9195712164304,468.18708144432725,439.39934452446903,410.1339053459451,387.12861555201073,360.45792347557403,339.7807930257741,317.8127520497373,294.7523635999819,277.0798359284696,256.4183464724732,237.78541347514363,220.89842656248592,204.8209897790812,188.69693111282473,174.97736493228038,161.39162360197156,146.7953251958504,128.80137996521844
-500.0,354.3900931117429,383.868706750627,409.3485534994277,436.28033576456653,464.96002950569175,495.47927635831775,528.3866078627574,562.5864728076674,598.0003538913616,634.9903859906244,673.7244842003646,714.45427143725,757.3207395065106,691.9165863713491,757.3207570527816,714.4547192001423,673.731983240135,635.0453840781281,598.2931148742216,563.3784591305104,530.2095361739847,498.6990593652854,468.76410639701464,440.3259010770283,413.3096060216636,387.64412571608136,363.26191941053617,340.0988233551633,318.09388182906304,297.18918648286785,277.32971882472407,258.4596695355891,240.47534620553444,223.23765500474073,206.46534451389044,190.13320134933286,175.30489061060007,161.3759761695296,146.73426885285704
-500.0,309.9531180767586,356.9333379467931,376.54289551228794,401.2470336151109,422.49779469383276,463.60828848324593,492.70055218075004,527.2326375056883,560.6903084268072,597.2357823930714,634.9508622828814,673.731983240135,714.4547192001423,757.3207570527816,714.4547150298121,673.728626737938,635.0101575492054,597.1659140400833,562.4411718619085,526.6748913680294,498.0856851198156,468.7638341639561,440.3199568739251,413.2632157683171,387.4536758147128,362.07170009145756,339.06758443309855,316.9696599505517,294.59155376429754,276.826556042834,258.4631226289473,239.82498532966153,220.7567360379002,205.77748637188225,189.5505159715824,173.91022968514253,161.1519038372044,147.20512735673873,124.59334898684303
-500.0,261.29154293684576,290.5864518545273,313.70699551508335,378.14749193825486,407.8752396461629,436.01292084712344,464.3681095838433,497.5670224428651,530.2095361718916,563.3784591302164,598.2931148742027,635.0453840781278,673.2401335942957,714.4547192001423,673.731983240135,634.938479597164,596.0922332846335,558.825353076182,525.8102280062584,487.5929612788064,465.1806524642181,433.7592922706039,410.41289883867444,384.85279012105474,361.08230024658593,336.47951588591764,311.71746705749956,293.156902498198,272.71246010628454,256.31715599117615,240.53920950720354,223.50900527549805,206.07783879319473,189.81328890093368,174.8491151347329,158.8823312286353,140.7731244789918,133.5525822719871,119.02383629404645
-500.0,285.15969868231815,311.07782317995355,336.7788483966223,361.33783155723006,387.0980003046166,413.301526340369,440.3259002874946,468.76410624273655,498.69905935113457,527.1292795896845,562.9482238147303,594.4967572463493,626.2939185536883,673.3877227853156,635.0453840781281,598.2931148742216,563.3779659811137,529.3531156824536,496.6410929146612,464.0849320254054,432.52009082396387,395.95545027970957,377.74947860051174,356.5417576555418,333.2002328798488,299.11254134629326,283.6573510083299,270.16121633265453,242.74121639632023,234.3533327323569,222.63504953467864,207.32567783149997,191.94583445469533,176.40326952013945,161.7816714603604,145.71638831780731,130.4056708629028,99.02411442892745,88.28765814050627
-500.0,257.96086570208377,287.34694940408474,314.570463399906,337.9504141000852,362.41126276312696,387.4556330691568,413.3095988001861,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,597.3872982239226,563.3784591305104,530.1696033067276,498.12711608632446,465.51146018856514,436.46169594952715,409.26526543899416,383.35536070332466,349.58206937955185,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,190.2351873908309,177.31985982014996,163.38215913947923,148.94225922021724,135.98781559513094,124.1782390103951,112.95548977089918,102.09788985947328
-500.0,251.4179004937891,273.3231320621203,294.11678509272684,315.12689983613143,336.4115769513562,360.72971344376595,387.6440920424553,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,498.15760419884,530.2095361739847,497.84735911049785,466.8721008009169,433.5625097548691,409.22773522780875,375.61899421817907,357.6729705145322,332.04012417945887,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,148.96314138423463,163.26231677923457,150.05337930047307,136.59703623775133,123.23154039729796,101.45596275310051,99.35857460280549,90.61400146721463
-500.0,225.43628082316937,253.65497699661464,274.3376887405709,293.3271309765104,291.79155303878184,337.77602543636226,363.26182000978474,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,466.61307082408666,498.6990593652854,468.73701180097055,437.2603790062071,409.4876049266254,383.2141604819171,354.6220324995292,323.48441367972544,301.70204062404383,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,135.2920529781507,149.32416038101056,137.35964242328203,125.23720526547817,113.1234183824701,101.82790190323264,87.25444594021891,79.15347079086406
-500.0,204.86006578118742,232.53962863100762,255.09791170006284,266.75745146047893,295.58597291858723,318.09280904648773,340.09853902923817,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,438.9788716038597,468.76410639702107,439.9623685858396,409.60095207318057,383.78365491128164,315.94958229522166,285.69114178964617,269.7935049558991,216.02553676184496,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,122.85931721387665,136.28769759888394,124.82333747493645,113.76441268406047,102.64816674517232,92.20418994460364,82.51312469005441,70.69076272048314
-500.0,193.29012642477417,220.2835310403014,238.5640975023353,257.87204425706506,277.25460739893424,297.1865525116272,318.0103832306867,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,411.25497765922074,440.32590107716993,413.3096060230027,387.64412571830894,363.2619193947797,340.098822327673,316.1837086280447,293.97069935272947,236.455073487262,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,111.35724140902175,124.24881339423335,113.08488605417583,102.87116695239152,92.26093369905908,82.55898735562609,73.0606917961587,62.42937541035161
-500.0,179.32841334792897,203.27650623243102,221.18288761381905,238.9537988910394,257.6443829107188,277.3183605573287,296.07991179348875,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,385.7266200206047,413.30960602278475,385.7998964786543,362.80716392835734,339.8029876338096,318.09386645343477,297.0682225507843,275.77962406453486,255.4681419822485,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,99.41579494639343,112.96817724488747,102.32005745783218,92.47571023777707,82.19495704141428,72.47936120837187,60.71692708690664,51.80723543613895
-500.0,169.62028781572323,187.67192897342574,204.63674011901767,221.29634123065324,238.14680206201896,258.42719059919,275.0300255017682,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,360.6699366353283,387.6441256993444,359.6283330819375,331.8950857527824,317.1024029640054,297.1889053147134,276.5347451499007,255.91662312253555,236.30686117437372,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,87.0486173590135,102.31400212823502,92.20203841863417,82.74782417945057,73.52301652035395,64.78913392448504,56.30558983587106,44.173761800531125
